syn_id,id,name,preferred_name,parent_id,lname
23372,5401.0,fostemsavir tromethamine,,,fostemsavir tromethamine
23373,5401.0,BMS-663068,,,bms-663068
23374,5401.0,GSK3684934,,,gsk3684934
23375,5401.0,rukobia,,,rukobia
23376,5401.0,BMS-663068-03,,,bms-663068-03
23377,5401.0,GSK-3684934A,,,gsk-3684934a
23378,5401.0,BMS-626529,,230.0,bms-626529
23379,5401.0,BMS 626529,,230.0,bms 626529
23380,5402.0,cedazuridine,,,cedazuridine
23381,5402.0,inqovi,1.0,,inqovi
23382,5402.0,C-DEC,,,c-dec
23383,5402.0,ASTX 727,,,astx 727
23384,5402.0,ASTX727 LD,,,astx727 ld
23385,5403.0,abametapir,1.0,,abametapir
23386,5403.0,xeglyze,,,xeglyze
23387,5403.0,Ha44,,,ha44
23388,5404.0,tafasitamab,1.0,,tafasitamab
23389,5404.0,tafasitamab-cxix,,,tafasitamab-cxix
23390,5404.0,monjuvi,,,monjuvi
23391,5404.0,MOR00208,,,mor00208
23392,5404.0,MOR-00208,,,mor-00208
23393,5404.0,MOR 208,,,mor 208
23394,5404.0,anti-CD19 MoAb XmAb5574,,,anti-cd19 moab xmab5574
23395,5404.0,XmAb5574,,,xmab5574
23396,5404.0,XmAb-5574,,,xmab-5574
23397,5404.0,XENP-5574,,,xenp-5574
23398,5405.0,belantamab mafodotin,1.0,,belantamab mafodotin
23399,5405.0,belantamab,,,belantamab
23400,5405.0,belantamab mafodotin-blmf,,,belantamab mafodotin-blmf
23401,5405.0,blenrep,,,blenrep
23402,5405.0,anti-BCMA-ADC,,,anti-bcma-adc
23403,5405.0,GSK2857914,,,gsk2857914
23404,5405.0,GSK-2857916,,,gsk-2857916
23405,5405.0,J6M0-mcMMAF,,,j6m0-mcmmaf
23406,1929.0,BAY A2502,,,bay a2502
23407,5406.0,oliceridine,1.0,,oliceridine
23408,5406.0,olinvyk,,,olinvyk
23409,5406.0,TRV130,,,trv130
23410,5406.0,TRV-130,,,trv-130
23411,5406.0,TRV 130A,,,trv 130a
23412,5406.0,olinvo,,,olinvo
23413,5407.0,risdiplam,1.0,,risdiplam
23414,5407.0,evrysdi,,,evrysdi
23415,5407.0,RG7916,,,rg7916
23416,5407.0,RO7034067,,,ro7034067
23417,5408.0,viltolarsen,1.0,,viltolarsen
23418,5408.0,viltepso,,,viltepso
23419,5408.0,NS-065/NCNP-01,,,ns-065/ncnp-01
23420,5408.0,NCNP-01,,,ncnp-01
23421,5408.0,NS 065,,,ns 065
23422,5409.0,satralizumab,1.0,,satralizumab
23423,5409.0,satralizumab-mwge,,,satralizumab-mwge
23424,5409.0,enspryng,,,enspryng
23425,5409.0,SA237,,,sa237
23426,5409.0,SA-237,,,sa-237
23427,5409.0,RG-6168,,,rg-6168
23428,5410.0,clascoterone,1.0,,clascoterone
23429,5410.0,winlevi,,,winlevi
23430,5410.0,CB-03-01,,,cb-03-01
23431,5410.0,breezula,,,breezula
23432,5410.0,cortexolone 17alpha-propionate ,,,cortexolone 17alpha-propionate 
23433,5411.0,copper dotatate Cu-64,,,copper dotatate cu-64
23434,5411.0,copper dotatate Cu64,,,copper dotatate cu64
23435,5411.0,copper dotatate,,,copper dotatate
23436,5411.0,detectnet,,,detectnet
23437,5412.0,pralsetinib,1.0,,pralsetinib
23438,5412.0,BLU-667,,,blu-667
23439,5412.0,BLU123244,,,blu123244
23440,5412.0,X581238,,,x581238
23441,5412.0,gavreto,,,gavreto
23442,5376.0,veklury,,,veklury
23443,5376.0,captisol-enabled remdesivir,,,captisol-enabled remdesivir
23444,5376.0,captisol-enabled GS 5734,,,captisol-enabled gs 5734
23445,5413.0,somapacitan,1.0,,somapacitan
23446,5413.0,somapacitan-beco,,,somapacitan-beco
23447,5413.0,sogroya,,,sogroya
23448,5413.0,NNC0195-0092,,,nnc0195-0092
23449,5413.0,NN8640,,,nn8640
23450,5414.0,lonafarnib,1.0,,lonafarnib
23451,5414.0,zokinvy,,,zokinvy
23452,5414.0,SCH 66336,,,sch 66336
23453,5414.0,SCH66336,,,sch66336
23454,5415.0,lumasiran,1.0,,lumasiran
23455,5415.0,oxlumo,,,oxlumo
23456,5415.0,ALN-G01,,,aln-g01
23457,5415.0,ALN-65585,,,aln-65585
23458,5415.0,AD-65585,,,ad-65585
23459,5415.0,lumasiran sodium,,,lumasiran sodium
23461,5416.0,setmelanotide,1.0,,setmelanotide
23462,5416.0,setmelanotide hydrochloride,,,setmelanotide hydrochloride
23463,5416.0,setmelanotide acetate,,,setmelanotide acetate
23464,5416.0,imcivree,,,imcivree
23465,5416.0,RM-493,,,rm-493
23466,5417.0,bulevirtide,1.0,,bulevirtide
23467,5417.0,bulevirtide acetate,,,bulevirtide acetate
23468,5417.0,hepcludex,,,hepcludex
23469,5417.0,myrcludex B,,,myrcludex b
23470,5418.0,imlifidase,1.0,,imlifidase
23471,5418.0,idefirix,,,idefirix
23472,5418.0,HMED-IdeS,,,hmed-ides
23473,5418.0,IdeS,,,ides
23474,5419.0,filgotinib,1.0,,filgotinib
23475,5419.0,filgotinib maleate,,,filgotinib maleate
23476,5419.0,jyseleca,,,jyseleca
23477,5419.0,filgotinib hydrochloride,,,filgotinib hydrochloride
23478,5419.0,G-146034,,,g-146034
23479,5419.0,G-146034-101,,,g-146034-101
23480,5419.0,GLPG-0634,,,glpg-0634
23481,5420.0,vadadustat,1.0,,vadadustat
23482,5420.0,vafseo,,,vafseo
23483,5420.0,AKB-6548,,,akb-6548
23484,5420.0,MT-6548,,,mt-6548
23485,5420.0,PG-1016548,,,pg-1016548
23486,5421.0,daprodustat,1.0,,daprodustat
23487,5421.0,duvroq,,,duvroq
23488,5421.0,GSK-1278863,,,gsk-1278863
23489,5421.0,GSK1278863,,,gsk1278863
23490,5421.0,GSK-1278863A,,,gsk-1278863a
23491,5421.0,1278863,,,1278863
23492,5422.0,borofalan (10B),1.0,,borofalan (10b)
23493,5422.0,steboronine,,,steboronine
23494,5422.0,boronophenylalanine B-10,,,boronophenylalanine b-10
23495,5422.0,SPM-011,,,spm-011
23496,5423.0,tirabrutinib,,,tirabrutinib
23497,5423.0,tirabrutinib hydrochloride,1.0,,tirabrutinib hydrochloride
23498,5423.0,velexbru,,,velexbru
23499,5423.0,GS-4059,,,gs-4059
23500,5423.0,ONO-4059,,,ono-4059
23501,5424.0,tepotinib,1.0,,tepotinib
23502,5424.0,tepotinib hydrochloride,,,tepotinib hydrochloride
23503,5424.0,tepmetko,,,tepmetko
23504,5424.0,EMD-1214063,,,emd-1214063
23505,5424.0,MSC-2156119,,,msc-2156119
23506,5424.0,MSC-2156119J,,,msc-2156119j
23507,5425.0,dotinurad,1.0,,dotinurad
23508,5425.0,urece,,,urece
23509,5425.0,FYU-981,,,fyu-981
23510,5426.0,delgocitinib,1.0,,delgocitinib
23511,5426.0,JTE-052,,,jte-052
23512,5426.0,JTE-052A,,,jte-052a
23513,5426.0,LEO 124249,,,leo 124249
23514,5426.0,LEO 124249A,,,leo 124249a
23515,5426.0,LP0133,,,lp0133
23516,5426.0,corectim,,,corectim
23517,5427.0,enarodustat,1.0,,enarodustat
23518,5427.0,enaroy,,,enaroy
23519,5427.0,JTZ-951,,,jtz-951
23520,5428.0,sofpironium bromide,1.0,,sofpironium bromide
23521,5428.0,sofpironium,,,sofpironium
23522,5428.0,ecclock,,,ecclock
23523,5428.0,BBI-4000,,,bbi-4000
23524,5429.0,gallium Ga68 PSMA-11,,,gallium ga68 psma-11
23525,5429.0,Ga68 PSMA-11,,,ga68 psma-11
23526,5429.0,gallium (68Ga) gozetotide,1.0,,gallium (68ga) gozetotide
23527,5430.0,berotralstat,1.0,,berotralstat
23528,5430.0,berotralstat hydrochloride,,,berotralstat hydrochloride
23529,5430.0,BCX7353,,,bcx7353
23530,5430.0,orladeyo,,,orladeyo
23531,5431.0,tirbanibulin,1.0,,tirbanibulin
23533,5431.0,tirbanibulin mesylate,,,tirbanibulin mesylate
23534,5431.0,KX01,,,kx01
23535,5431.0,KX-01,,,kx-01
23536,5431.0,KX2-391,,,kx2-391
23537,5431.0,klisyri,,,klisyri
23631,5432.0,relugolix,1.0,,relugolix
23632,5432.0,TAK-385,,,tak-385
23633,5432.0,orgovyx,,,orgovyx
23634,5432.0,relumina,,,relumina
23635,5432.0,RVT 601,,,rvt 601
23636,5433.0,ansuvimab,1.0,,ansuvimab
23637,5433.0,ansuvimab-zykl,,,ansuvimab-zykl
23638,5433.0,mAb114,,,mab114
23640,5433.0,VRC-EBOMAB092-00-AB,,,vrc-ebomab092-00-ab
23641,5433.0,EboV mAb114,,,ebov mab114
23642,5433.0,ebanga,,,ebanga
23643,5434.0,margetuximab,1.0,,margetuximab
23644,5434.0,margetuximab-cmkb,,,margetuximab-cmkb
23645,5434.0,margenza,,,margenza
23646,5434.0,MGAH22,,,mgah22
23647,5435.0,naxitamab,1.0,,naxitamab
23648,5435.0,naxitamab-gqgk,,,naxitamab-gqgk
23649,5435.0,danyelza,,,danyelza
23650,5435.0,hu3F8,,,hu3f8
23651,5435.0,hu3F8-IgG1,,,hu3f8-igg1
23652,5436.0,atoltivimab,,,atoltivimab
23653,5436.0,REGN3470,,,regn3470
23654,5436.0,inmazeb,,,inmazeb
23655,5437.0,maftivimab,,,maftivimab
23656,5437.0,REGN3479,,,regn3479
23658,5438.0,odesivimab,1.0,,odesivimab
23659,5438.0,odesivimab-ebgn,,,odesivimab-ebgn
23660,5438.0,REGN3471,,,regn3471
23662,5438.0,FG-102,,,fg-102
23663,5002.0,insulin lispro BS,,,insulin lispro bs
23664,5002.0,lyumjev,,,lyumjev
23665,4901.0,soliqua,,,soliqua
23666,760.0,neoral,,,neoral
23667,4684.0,perampanel hydrate,,,perampanel hydrate
23668,5346.0,upadacitinib hydrate,,,upadacitinib hydrate
23669,1545.0,rapibloc,,,rapibloc
23670,1545.0,onoact,,,onoact
23671,5267.0,rybelsus,,,rybelsus
23672,85.0,zovirax,,,zovirax
23675,104.0,ricobendazole,,,ricobendazole
23676,5439.0,vericiguat,1.0,,vericiguat
23677,5439.0,verquvo,,,verquvo
23678,5439.0,BAY 1021189,,,bay 1021189
23679,5439.0,MK-1242,,,mk-1242
23680,5440.0,cabotegravir,1.0,,cabotegravir
23681,5440.0,cabotegravir sodium,,,cabotegravir sodium
23682,5440.0,vocabria,,,vocabria
23683,5440.0,GSK1265744,,,gsk1265744
23684,4366.0,lupkynis,,,lupkynis
23685,4366.0,trans-R 1524,,,trans-r 1524
23686,4366.0,R-1524,,,r-1524
23687,4366.0,orelvo,,,orelvo
23688,4366.0,voclera,,,voclera
23689,5441.0,umbralisib,1.0,,umbralisib
23690,5441.0,umbralisib tosylate,,,umbralisib tosylate
23691,5441.0,ukoniq,,,ukoniq
23692,5441.0,TGR-1202,,,tgr-1202
23693,5442.0,trilaciclib,1.0,,trilaciclib
23694,5442.0,trilaciclib dihydrochloride,,,trilaciclib dihydrochloride
23695,5442.0,cosela,,,cosela
23696,5442.0,G1T28,,,g1t28
23697,5442.0,G1T28-1,,,g1t28-1
23698,5442.0,GB3RG-28-1,,,gb3rg-28-1
23699,5443.0,casimersen,1.0,,casimersen
23700,5443.0,amondys 45,,,amondys 45
23701,5443.0,SRP-4045,,,srp-4045
23702,5444.0,fosdenopterin,1.0,,fosdenopterin
23703,5444.0,fosdenopterin hydrobromide,,,fosdenopterin hydrobromide
23704,5444.0,GH-135,,,gh-135
23705,5444.0,nulibry,,,nulibry
23706,5444.0,ALXN1101,,,alxn1101
23707,5445.0,melphalan flufenamide,1.0,,melphalan flufenamide
23708,5445.0,melphalan flufenamide hydrochloride,,,melphalan flufenamide hydrochloride
23709,5445.0,pepaxto,,,pepaxto
23710,5445.0,melflufen,,,melflufen
23711,5445.0,J1,,,j1
23712,5445.0,CK 1535,,,ck 1535
23713,5446.0,ponesimod,1.0,,ponesimod
23714,5446.0,ponvory,,,ponvory
23715,5446.0,ACT-128800,,,act-128800
23716,5447.0,dasiglucagon,1.0,,dasiglucagon
23717,5447.0,dasiglucagon hydrochloride,,,dasiglucagon hydrochloride
23718,5447.0,zegalogue,,,zegalogue
23719,5447.0,ZP4207,,,zp4207
23720,5448.0,serdexmethylphenidate,1.0,231.0,serdexmethylphenidate
23721,5448.0,serdexmethylphenidate chloride,,,serdexmethylphenidate chloride
23722,5448.0,azstarys,,,azstarys
23723,5448.0,KP415 Cl,,,kp415 cl
23724,5449.0,evinacumab,1.0,,evinacumab
23725,5449.0,evinacumab-dgnb,,,evinacumab-dgnb
23726,5449.0,evkeeza,,,evkeeza
23727,5449.0,REGN1500,,,regn1500
23728,5450.0,estetrol,1.0,,estetrol
23729,5450.0,nextstellis,,,nextstellis
23730,5450.0,estetrol anhydrous,,,estetrol anhydrous
23731,5451.0,dostarlimab,1.0,,dostarlimab
23732,5451.0,dostarlimab-gxly,,,dostarlimab-gxly
23733,5451.0,jemperli,,,jemperli
23734,5451.0,TSR-042,,,tsr-042
23735,5451.0,WBP-285,,,wbp-285
23736,5452.0,loncastuximab tesirine,1.0,,loncastuximab tesirine
23737,5452.0,loncastuximab tesirine-lpyl,,,loncastuximab tesirine-lpyl
23738,5452.0,zynlonta,,,zynlonta
23739,5452.0,ADCT-402,,,adct-402
23740,2994.0,ogluo,,,ogluo
23741,4904.0,yuflym,,,yuflym
23742,5323.0,elzonris,,,elzonris
23743,1551.0,roclanda,,,roclanda
23744,5355.0,ontozry,,,ontozry
23745,5453.0,bamlanivimab,1.0,,bamlanivimab
23746,5453.0,LY-CoV555,,,ly-cov555
23747,5453.0,LY3819253,,,ly3819253
23748,5454.0,etesevimab,1.0,,etesevimab
23749,5454.0,LY-CoV016,,,ly-cov016
23750,5454.0,LY3832479,,,ly3832479
23751,5454.0,JS016,,,js016
23752,5454.0,CB6,,,cb6
23753,5454.0,NP005,,,np005
23754,5455.0,casirivimab,1.0,,casirivimab
23755,5455.0,REGN10933,,,regn10933
23756,5455.0,regen-cov,,,regen-cov
23757,5456.0,imdevimab,1.0,,imdevimab
23758,5456.0,REGN10987,,,regn10987
23760,5457.0,pegcetacoplan,1.0,,pegcetacoplan
23761,5457.0,empaveli,,,empaveli
23762,5457.0,APL-2,,,apl-2
23763,5458.0,piflufolastat F-18,1.0,,piflufolastat f-18
23764,5458.0,pylarify,,,pylarify
23765,5459.0,infigratinib,1.0,,infigratinib
23766,5459.0,infigratinib phosphate,,,infigratinib phosphate
23767,5459.0,truseltiq,,,truseltiq
23768,5459.0,BGJ-398,,,bgj-398
23769,5459.0,NVP-BGJ398,,,nvp-bgj398
23770,5460.0,samidorphan,1.0,,samidorphan
23771,5460.0,samidorphan L-malate,,,samidorphan l-malate
23772,5460.0,lybalvi,,,lybalvi
23773,5460.0,ALKS-33,,,alks-33
23774,5461.0,sotorasib,1.0,,sotorasib
23775,5461.0,lumakras,,,lumakras
23776,5461.0,AMG510,,,amg510
23777,5462.0,ibrexafungerp,1.0,,ibrexafungerp
23778,5462.0,ibrexafungerp citrate,,,ibrexafungerp citrate
23779,5462.0,brexafemme,,,brexafemme
23780,5462.0,SCY-078,,,scy-078
23781,5462.0,MK-3118,,,mk-3118
23782,5211.0,rivoceranib,,,rivoceranib
23783,5377.0,molnupiravir,1.0,,molnupiravir
23883,5463.0,amivantamab,1.0,,amivantamab
23884,5463.0,amivantamab-vmjw,,,amivantamab-vmjw
23885,5463.0,rybrevant,,,rybrevant
23886,5463.0,JNJ-6372,,,jnj-6372
23887,5463.0,JNJ 61186372,,,jnj 61186372
23888,5463.0,CNTO4424,,,cnto4424
23889,5464.0,aducanumab,1.0,,aducanumab
23890,5464.0,aducanumab-avwa,,,aducanumab-avwa
23891,5464.0,aduhelm,,,aduhelm
23892,5464.0,BIIB037,,,biib037
23893,5465.0,finerenone,1.0,,finerenone
23894,5465.0,kerendia,,,kerendia
23895,5465.0,BAY 94-8862,,,bay 94-8862
23896,5466.0,fexinidazole,1.0,,fexinidazole
23897,5466.0,HOE 239,,,hoe 239
23898,5466.0,fexinidazole winthrop,,,fexinidazole winthrop
23899,5467.0,belumosudil,1.0,,belumosudil
23900,5467.0,belumosudil mesylate,,,belumosudil mesylate
23901,5467.0,rezurock,,,rezurock
23902,5467.0,KD025,,,kd025
23903,5467.0,SLx-2119,,,slx-2119
23904,5468.0,odevixibat,1.0,,odevixibat
23905,5468.0,bylvay,,,bylvay
23906,5468.0,A4250,,,a4250
23907,5468.0,AZD8294,,,azd8294
23908,5468.0,AR-H064974,,,ar-h064974
23909,5469.0,belzutifan,1.0,,belzutifan
23910,5469.0,welireg,,,welireg
23911,5469.0,MK-6482,,,mk-6482
23912,5469.0,PT2977,,,pt2977
23913,5470.0,difelikefalin,1.0,,difelikefalin
23914,5470.0,difelikefalin acetate,,,difelikefalin acetate
23915,5470.0,korsuva,,,korsuva
23916,5470.0,CR845,,,cr845
23917,5470.0,FE202845,,,fe202845
23918,5470.0,MR13A9,,,mr13a9
23919,5471.0,mobocertinib,1.0,,mobocertinib
23920,5471.0,mobocertinib succinate,,,mobocertinib succinate
23921,5471.0,exkivity,,,exkivity
23922,5471.0,TAK-788,,,tak-788
23923,5471.0,AP32788,,,ap32788
23924,5472.0,atogepant,1.0,,atogepant
23925,5472.0,qulipta,,,qulipta
23926,5472.0,AGN-241689,,,agn-241689
23927,5472.0,MK-8031,,,mk-8031
23928,5473.0,maralixibat,,,maralixibat
23929,5473.0,maralixibat hydrochloride,1.0,,maralixibat hydrochloride
23930,5473.0,livmarli,,,livmarli
23931,5473.0,LUM001,,,lum001
23932,5474.0,anifrolumab,1.0,,anifrolumab
23933,5474.0,anifrolumab-fnia,,,anifrolumab-fnia
23934,5474.0,saphnelo,,,saphnelo
23935,5474.0,MEDI-546,,,medi-546
23936,5475.0,avalglucosidase alfa,1.0,,avalglucosidase alfa
23937,5475.0,avalglucosidase alfa-ngpt,,,avalglucosidase alfa-ngpt
23938,5475.0,nexviazyme,,,nexviazyme
23939,5475.0,GZ402666,,,gz402666
23940,5475.0,neoGAA,,,neogaa
23941,5476.0,lonapegsomatropin,1.0,,lonapegsomatropin
23942,5476.0,lonapegsomatropin-tcgd,,,lonapegsomatropin-tcgd
23943,5476.0,skytrofa,,,skytrofa
23944,5476.0,ACP-011,,,acp-011
23945,5476.0,TransConPEG hGh,,,transconpeg hgh
23946,5476.0,rhGH-PEG,,,rhgh-peg
23948,5477.0,tisotumab vedotin,1.0,,tisotumab vedotin
23949,5477.0,tisotumab vedotin-tftv,,,tisotumab vedotin-tftv
23950,5477.0,tivdak,,,tivdak
23951,5477.0,HuMax-TF-ADC,,,humax-tf-adc
23952,5478.0,bimekizumab,1.0,,bimekizumab
23953,5478.0,bimzelx,,,bimzelx
23954,5478.0,UCB4940,,,ucb4940
23955,4971.0,ranibizumab-nuna,,,ranibizumab-nuna
23956,4971.0,byooviz,,,byooviz
23957,5431.0,ALM-14789,,,alm-14789
23958,4186.0,icatibant accord,,,icatibant accord
23959,5479.0,tralokinumab,1.0,,tralokinumab
23960,5479.0,adtralza,,,adtralza
23961,5479.0,CAT-354,,,cat-354
23962,5480.0,vosoritide,1.0,,vosoritide
23963,5480.0,voxzogo,,,voxzogo
23964,5480.0,BMN111,,,bmn111
23965,5404.0,minjuvi,,,minjuvi
23966,5450.0,estetrol monohydrate,,,estetrol monohydrate
23967,5481.0,peficitinib,1.0,,peficitinib
23968,5481.0,peficitinib hydrobromide,,,peficitinib hydrobromide
23969,5481.0,smyraf,,,smyraf
23970,5481.0,ASP015K,,,asp015k
23971,5481.0,JNJ-54781532,,,jnj-54781532
23972,5482.0,upacicalcet,1.0,,upacicalcet
23973,5482.0,upacicalcet sodium hydrate,,,upacicalcet sodium hydrate
23974,5482.0,upasita,,,upasita
23975,5483.0,imeglimin,1.0,,imeglimin
23976,5483.0,imeglimin hydrochloride,,,imeglimin hydrochloride
23977,5483.0,twymeeg,,,twymeeg
23982,4973.0,tucidinostat,1.0,,tucidinostat
23140,5375.0,cepharanthine,1.0,,cepharanthine
23141,5375.0,cepharanthin,,,cepharanthin
23142,5376.0,remdesivir,1.0,,remdesivir
23143,5376.0,GS-5734,,,gs-5734
23144,5377.0,EIDD-2801,,,eidd-2801
23148,5378.0,mefuparib,1.0,,mefuparib
23149,5378.0,mefuparib hydrochloride,,,mefuparib hydrochloride
23150,5378.0,CVL218,,,cvl218
23151,5377.0,N4-Hydroxycytidine,,229.0,n4-hydroxycytidine
23152,5377.0,Beta-D-N4-hydroxycytidine,,229.0,beta-d-n4-hydroxycytidine
23153,5377.0,NHC,,229.0,nhc
23154,5280.0,tavlesse,,,tavlesse
23155,5201.0,staquis,,,staquis
23156,5379.0,avapritinib,1.0,,avapritinib
23157,5379.0,BLU-285,,,blu-285
23158,5379.0,ayvakit,,,ayvakit
23159,5380.0,tazemetostat,1.0,,tazemetostat
23160,5380.0,tazemetostat hydrobromide,,,tazemetostat hydrobromide
23161,5380.0,tazverik,,,tazverik
23162,5380.0,EPZ-6438,,,epz-6438
23163,5380.0,EZ438,,,ez438
23164,5381.0,rimegepant,1.0,,rimegepant
23165,5381.0,rimegepant sulfate,,,rimegepant sulfate
23166,5381.0,BMS-927711,,,bms-927711
23167,5381.0,nurtec odt,,,nurtec odt
23168,5381.0,BHV-3000,,,bhv-3000
23169,179.0,barhemsys,,,barhemsys
23170,5382.0,bempedoic acid,1.0,,bempedoic acid
23171,5382.0,ETC-1002,,,etc-1002
23172,5382.0,ESP-55016,,,esp-55016
23173,5382.0,nexletol,,,nexletol
23174,1534.0,pizensy,,,pizensy
23175,5382.0,nilemdo,,,nilemdo
23176,5383.0,ozanimod,1.0,,ozanimod
23177,5383.0,RPC1063,,,rpc1063
23178,5383.0,RPC-1063,,,rpc-1063
23179,5383.0,ozanimod hydrochloride,,,ozanimod hydrochloride
23180,5384.0,osilodrostat,1.0,,osilodrostat
23181,5384.0,osilodrostat phosphate,,,osilodrostat phosphate
23182,5384.0,LCI699-NX,,,lci699-nx
23183,5384.0,LCI-699,,,lci-699
23184,5384.0,isturisa,,,isturisa
23185,5385.0,isatuximab,1.0,,isatuximab
23186,5385.0,isatuximab-irfc,,,isatuximab-irfc
23187,5385.0,sarclisa,,,sarclisa
23188,5385.0,SAR650984,,,sar650984
23189,5385.0,hu38SB19,,,hu38sb19
23190,5386.0,eptinezumab,1.0,,eptinezumab
23191,5386.0,eptinezumab-jjmr,,,eptinezumab-jjmr
23192,5386.0,vyepti,,,vyepti
23194,5386.0,ALD403,,,ald403
23195,5387.0,teprotumumab,1.0,,teprotumumab
23196,5387.0,teprotumumab-trbw,,,teprotumumab-trbw
23197,5387.0,tepezza,,,tepezza
23198,5387.0,RO4858696-000,,,ro4858696-000
23199,5387.0,R 1507,,,r 1507
23200,5387.0,RG 1507,,,rg 1507
23201,5388.0,selumetinib,1.0,,selumetinib
23202,5388.0,selumetinib sulfate,,,selumetinib sulfate
23203,5388.0,koselugo,,,koselugo
23204,5388.0,AZD6244,,,azd6244
23205,5388.0,ARRY-142886,,,arry-142886
23206,5389.0,tucatinib,1.0,,tucatinib
23207,5389.0,tukysa,,,tukysa
23208,5389.0,ARRY-380,,,arry-380
23209,5389.0,ONT-380,,,ont-380
23210,5390.0,pemigatinib,1.0,,pemigatinib
23211,5390.0,pemazyre,,,pemazyre
23212,5390.0,INCB054828,,,incb054828
22490,5253.0,RPX-7009,,,rpx-7009
22493,5003.0,insulin (human),,,insulin (human)
22494,5191.0,insulin (pork),,,insulin (pork)
22495,5192.0,insulin (beef),,,insulin (beef)
22496,1762.0,methyldopa (levorotatory),,,methyldopa (levorotatory)
22499,,clobetasone,,217.0,clobetasone
22500,5162.0,nadroparin,,,nadroparin
22501,4840.0,tinzaparin,,,tinzaparin
22502,3613.0,tocopherol (vit E),,,tocopherol (vit e)
22503,3911.0,eumovate,,,eumovate
22504,2181.0,pipamperone dihydrochloride,,,pipamperone dihydrochloride
22506,4378.0,NRDC 161,,,nrdc 161
22507,3470.0,U-27,,,u-27
22508,3578.0,arakoda,,,arakoda
22509,3578.0,krintafel,,,krintafel
22510,2073.0,LY231514,,,ly231514
22511,5179.0,kyntheum,,,kyntheum
22512,5185.0,Ga 68 dotatate,,,ga 68 dotatate
22513,5275.0,lutetium (177Lu) oxodotreotide,1.0,,lutetium (177lu) oxodotreotide
22515,4166.0,CDB-2914,,,cdb-2914
22516,175.0,McN-742,,,mcn-742
22517,5279.0,ibalizumab,1.0,,ibalizumab
22518,5279.0,TNX-355,,,tnx-355
